Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,TBD_Flag,Outlier_Flag,User_Score_Norm,Critic_User_Diff,Percentage_of_Releases,Mean_UserCritic_Score
Dishonored,Xbox One,2015.0,Action,Bethesda Softworks,0.09,0.05,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
Curious George,Game Cube,2006.0,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Battleborn,Xbox One,2016.0,Shooter,Take-Two Interactive,0.1,0.04,0.0,0.01,0.15,71.0,20.0,7.2,171.0,Gearbox Software,T,False,False,72.0,-1.0,19.40700808625337,71.5
eJay Clubworld,Playstation 2,1995.0,Misc,Empire Interactive,0.07,0.06,0.0,0.02,0.15,69.0,5.0,8.6,10.0,UDS,E,False,False,86.0,-17.0,24.864864864864867,77.5
Geist,Game Cube,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,66.0,43.0,8.5,23.0,n-Space,M,False,False,85.0,-19.0,21.658206429780034,75.5
The King of Fighters XIV,Playstation 4,2016.0,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79.0,54.0,8.7,208.0,SNK Playmore,T,False,False,87.0,-8.0,19.40700808625337,83.0
Cardinal Syn,Playstation,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Deadly Premonition,Playstation 3,2010.0,Action,Rising Star Games,0.08,0.04,0.0,0.02,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15,74.0,33.0,8.2,307.0,Daedalic Entertainment,Unknown,False,False,82.0,-8.0,27.77777777777778,78.0
Metal Gear Solid: Peace Walker HD Edition,Playstation 3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,8.0,60.0,"Genki, Kojima Productions",T,False,True,80.0,-80.0,23.943661971830984,40.0
Battle Stadium D.O.N,Playstation 2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
High Velocity Bowling,Playstation 3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,66.0,14.0,8.1,23.0,SCEA,E10+,False,False,81.0,-15.0,12.096774193548388,73.5
LEGO Harry Potter Collection,Playstation 4,2016.0,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15,73.0,16.0,8.1,7.0,Warner Bros. Interactive Entertainment,E10+,False,False,81.0,-8.0,11.320754716981133,77.0
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,Playstation,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,55.15151515151515,0.0
Shenmue II,Dreamcast,2001.0,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,88.0,9.0,9.4,201.0,Sega AM2,T,False,True,94.0,-6.0,28.37465564738292,91.0
Armored Core: For Answer,Xbox 360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64.0,22.0,7.7,38.0,From Software,T,False,False,77.0,-13.0,23.47305389221557,70.5
Major League Baseball 2K8,Playstation 2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,-1.0,-1.0,6.5,4.0,2K Sports,E,False,True,65.0,-65.0,25.748502994011975,32.5
Capcom Classics Collection,Xbox,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,81.0,23.0,0.0,-1.0,Digital Eclipse,T,True,False,0.0,81.0,30.79526226734349,40.5
Fugitive Hunter: War on Terror,Playstation 2,2003.0,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,35.0,15.0,5.0,23.0,Black Ops Entertainment,M,False,False,50.0,-15.0,12.959999999999999,42.5
The Incredible Hulk: Ultimate Destruction,Game Cube,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,30.0,9.1,14.0,Radical Entertainment,T,False,False,91.0,-7.0,30.79526226734349,87.5
Candace Kane's Candy Factory,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Destineer,E,True,True,0.0,0.0,25.748502994011975,0.0
Prince of Persia: The Two Thrones,Game Cube,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,84.0,34.0,8.1,22.0,Ubisoft,M,False,False,81.0,3.0,21.658206429780034,82.5
Blazing Angels 2: Secret Missions of WWII,Playstation 3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,70.0,10.0,7.2,12.0,Ubisoft Romania,T,False,False,72.0,-2.0,23.313782991202345,71.0
Pac-Man World 3,Xbox,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,65.0,16.0,0.0,-1.0,Blitz Games,E,True,False,0.0,65.0,18.781725888324875,32.5
Phantasy Star Online Episode I & II,Xbox,2003.0,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,19.36,0.0
All-Star Baseball 2005,Xbox,1995.0,Sports,Unknown,0.11,0.03,0.0,0.01,0.15,75.0,31.0,8.8,12.0,Acclaim,E,False,False,88.0,-13.0,24.864864864864867,81.5
The Legend of Heroes: Trails of Cold Steel II,Playstation 3,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90.0,4.0,7.8,71.0,Falcom,T,False,True,78.0,12.0,14.066496163682865,84.0
Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,HB Studios Multimedia,E,True,True,0.0,0.0,25.537634408602152,0.0
Batman Begins,Game Cube,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,66.0,38.0,7.2,10.0,Eurocom Entertainment Software,T,False,False,72.0,-6.0,30.79526226734349,69.0
Yakuza: Ishin,Playstation 4,2014.0,Action,Sega,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,67.0,9.0,0.0,-1.0,Her Interactive,E,True,False,0.0,67.0,25.748502994011975,33.5
Toy Story Racer,Playstation,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15,76.0,8.0,8.7,9.0,Traveller's Tales,E,False,False,87.0,-11.0,37.1900826446281,81.5
Disney's Donald Duck: Goin' Quackers,Playstation,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,65.0,4.0,7.0,10.0,Ubisoft Shanghai,E,False,False,70.0,-5.0,25.151515151515152,67.5
Mobile Suit Gundam: Perfect One Year War,Playstation,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Galerians,Playstation,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Crash: Twinsanity,Xbox,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,8.7,29.0,Traveller's Tales,E,False,False,87.0,-21.0,30.965391621129324,76.5
We Dance,Wii,2011.0,Misc,Nordic Games,0.0,0.13,0.0,0.02,0.15,-1.0,-1.0,0.0,-1.0,Nordic Games Publishing,Unknown,True,True,0.0,0.0,26.76056338028169,0.0
DrumMania,Playstation 2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,55.15151515151515,0.0
Arena Football,Xbox,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0,EA Tiburon,E10+,False,False,85.0,-20.0,13.864818024263432,75.0
Skylanders: SuperChargers,Wii,2015.0,Action,Activision,0.02,0.12,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
Blazing Dragons,Playstation,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74.0,6.0,8.0,11.0,TT Games,E10+,False,False,80.0,-6.0,11.320754716981133,77.0
Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Super Monkey Ball Deluxe,Xbox,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15,81.0,25.0,8.2,9.0,Sega,E,False,False,82.0,-1.0,18.781725888324875,81.5
Shin Megami Tensei: Devil Summoner - Soul Hackers,Playstation,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Activision,T,True,True,0.0,0.0,24.245939675174014,0.0
The Cursed Crusade,Xbox 360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,Kylotonn,M,False,False,44.0,-5.0,16.76056338028169,41.5
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Electronic Arts,E,True,True,0.0,0.0,25.290023201856147,0.0
Earth Defense Force 2025,Xbox 360,2013.0,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,25.0,8.1,63.0,Sandlot,M,False,False,81.0,-13.0,28.353658536585364,74.5
NHL 2K10,Xbox 360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,69.0,31.0,7.9,15.0,Take-Two Interactive,E10+,False,False,79.0,-10.0,15.4292343387471,74.0
Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,Electronic Arts,0.09,0.04,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Electronic Arts,T,True,True,0.0,0.0,23.943661971830984,0.0
Turbo Prop Racing,Playstation,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Tom Clancy's Ghost Recon,Game Cube,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,59.0,15.0,5.4,17.0,Red Storm Entertainment,M,False,False,54.0,5.0,12.959999999999999,56.5
Dance Dance Revolution (North America),Playstation,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.997245179063363,0.0
WWE '13,Wii,2012.0,Action,THQ,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6.0,9.0,THQ,T,False,False,60.0,14.0,15.873015873015872,67.0
Mad Dash Racing,Xbox,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65.0,21.0,7.7,6.0,Crystal Dynamics,T,False,False,77.0,-12.0,28.37465564738292,71.0
Bakugan Battle Brawlers: Defenders of the Core,Xbox 360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,62.0,10.0,0.0,-1.0,Now Production,E10+,True,False,0.0,62.0,12.096774193548388,31.0
MotoGP 2: Ultimate Racing Technology,Playstation 2,2001.0,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.997245179063363,0.0
BMX XXX,Playstation 2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,14.0,4.6,17.0,"Z-Axis, Ltd.",M,False,False,46.0,8.0,9.508716323296355,50.0
Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Guilty Gear X2 #Reload,Xbox,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0,Arc System Works,T,False,False,76.0,10.0,36.247723132969035,81.0
ReCore,Xbox One,2016.0,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,63.0,75.0,6.6,445.0,"Armature Studio, comcept",T,False,False,66.0,-3.0,19.40700808625337,64.5
Soldier of Fortune: Payback,Playstation 3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,Cauldron Ltd.,M,False,False,54.0,-4.0,10.557184750733137,52.0
F1 2012,PC,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,Codemasters,E,False,False,69.0,11.0,15.873015873015872,74.5
MLB SlugFest 20-03,Game Cube,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,80.0,10.0,7.5,4.0,Gratuitous Games,E,False,False,75.0,5.0,39.144215530903324,77.5
Ultimate Board Game Collection,Wii,2007.0,Misc,Xplosiv,0.13,0.0,0.0,0.01,0.14,-1.0,-1.0,0.0,-1.0,Jack of All Games,E,True,True,0.0,0.0,26.392961876832842,0.0
Grabbed by the Ghoulies,Xbox,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,66.0,42.0,7.3,28.0,Rare Ltd.,E,False,False,73.0,-7.0,32.800000000000004,69.5
Cars: Mater-National Championship,Xbox 360,2007.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14,58.0,9.0,7.8,6.0,Rainbow Studios,E,False,False,78.0,-20.0,26.392961876832842,68.0
Shadow Hearts: From The New World,Playstation 2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,76.0,42.0,8.2,33.0,Nautilus,T,False,False,82.0,-6.0,30.79526226734349,79.0
Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.01,0.14,83.0,29.0,8.5,1613.0,Re-Logic,T,False,False,85.0,-2.0,23.943661971830984,84.0
CSI: 3 Dimensions of Murder,Playstation 2,2007.0,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,-1.0,-1.0,0.0,-1.0,Ubisoft Bulgaria,M,True,True,0.0,0.0,10.557184750733137,0.0
Barbarian,Playstation 2,2002.0,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,63.0,22.0,0.0,-1.0,Saffire,T,True,False,0.0,63.0,33.12202852614897,31.5
L.A. Rush,Xbox,2005.0,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,59.0,36.0,3.0,4.0,Midway,T,False,False,30.0,29.0,30.79526226734349,44.5
Rubik's World,Wii,2008.0,Puzzle,Game Factory,0.12,0.01,0.0,0.01,0.14,64.0,9.0,0.0,-1.0,Two Tribes,E,True,False,0.0,64.0,25.748502994011975,32.0
Record of Agarest War 2,Playstation 3,2010.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,56.0,6.0,7.2,36.0,"Idea Factory, Compile Heart",T,False,False,72.0,-16.0,25.268817204301076,64.0
Pipe Dreams 3D,Playstation,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,-1.0,-1.0,0.0,-1.0,Sick Puppies,E,True,True,0.0,0.0,37.1900826446281,0.0
Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,0.13,0.0,0.0,0.01,0.14,59.0,29.0,8.0,6.0,Next Level Games,E10+,False,False,80.0,-21.0,13.48973607038123,69.5
Fox Sports Golf '99,Playstation,1997.0,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Power Rangers: Super Legends,Playstation 2,2007.0,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,-1.0,-1.0,3.0,5.0,Artificial Mind and Movement,E10+,False,True,30.0,-30.0,13.48973607038123,15.0
Jurassic: The Hunted,Playstation 2,2009.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,-1.0,-1.0,0.0,-1.0,Activision,T,True,True,0.0,0.0,24.245939675174014,0.0
Fatal Frame,Playstation 2,2001.0,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,74.0,22.0,8.9,72.0,Tecmo,T,False,False,89.0,-15.0,28.37465564738292,81.5
The Fifth Element,Playstation,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
BlazBlue: Chrono Phantasma Extend,Playstation 4,2015.0,Action,PQube,0.07,0.03,0.02,0.02,0.14,80.0,10.0,7.7,31.0,Arc System Works,T,False,False,77.0,3.0,20.884520884520885,78.5
Wild ARMs 4,Playstation 2,2005.0,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,69.0,38.0,7.3,17.0,Media Vision,T,False,False,73.0,-4.0,30.79526226734349,71.0
Ratatouille,Game Cube,2007.0,Action,THQ,0.11,0.03,0.0,0.0,0.14,60.0,7.0,5.6,7.0,Asobo Studio,E,False,False,56.0,4.0,26.392961876832842,58.0
G.I. Joe: The Rise of Cobra,Playstation 2,2009.0,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,50.0,4.0,2.3,6.0,Double Helix Games,T,False,False,23.0,27.0,24.245939675174014,36.5
Casper: Spirit Dimensions,Playstation 2,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,58.0,7.0,3.5,6.0,Lucky Chicken,E,False,False,35.0,23.0,37.1900826446281,46.5
Sengoku Musou 3 Empires,Playstation 3,2011.0,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Thunder Truck Rally,Playstation,1997.0,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Syndicate,Playstation 3,2012.0,Shooter,EA Games,0.07,0.06,0.0,0.02,0.14,75.0,29.0,6.5,106.0,Starbreeze,M,False,False,65.0,10.0,31.746031746031743,70.0
Adrenalin Misfits,Xbox 360,2010.0,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,50.0,32.0,0.0,-1.0,Konami,E,True,False,0.0,50.0,25.537634408602152,25.0
Karaoke Revolution Glee: Volume 3,Xbox 360,2011.0,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14,-1.0,-1.0,0.0,-1.0,Hijinx Studios,T,True,True,0.0,0.0,23.943661971830984,0.0
Iron & Blood,Playstation,1996.0,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
Second Sight,Playstation 2,2004.0,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,76.0,48.0,8.0,23.0,Free Radical Design,T,False,False,80.0,-4.0,36.247723132969035,78.0
Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,81.0,41.0,8.4,1588.0,Creative Assembly,M,False,False,84.0,-3.0,26.598465473145783,82.5
Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,Avalanche Studios,M,False,False,53.0,21.0,15.970515970515969,63.5
Monster House,Playstation 2,2006.0,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,59.0,27.0,0.0,-1.0,Artificial Mind and Movement,E10+,True,False,0.0,59.0,13.864818024263432,29.5
Phantom Brave,Playstation 2,2004.0,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,81.0,40.0,7.9,22.0,Nippon Ichi Software,T,False,False,79.0,2.0,36.247723132969035,80.0
Thor: God of Thunder,Xbox 360,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.14,38.0,40.0,5.7,22.0,Liquid Entertainment,T,False,False,57.0,-19.0,23.943661971830984,47.5
Championship Motocross 2001 featuring Ricky Carmichael,Playstation,2001.0,Racing,THQ,0.08,0.05,0.0,0.01,0.14,70.0,8.0,0.0,-1.0,Funcom,T,True,False,0.0,70.0,28.37465564738292,35.0
Bejeweled 3,Playstation 3,1995.0,Puzzle,Unknown,0.13,0.0,0.0,0.02,0.14,76.0,5.0,8.2,5.0,PopCap,E,False,False,82.0,-6.0,24.864864864864867,79.0
Doshin the Giant,Game Cube,2002.0,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
Mojo!,Playstation 2,2003.0,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,19.36,0.0
Kamen Rider Ryuki,Playstation,2002.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
Front Mission Alternative,Playstation,1997.0,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
FIFA Soccer 2005,Game Cube,2004.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,78.0,22.0,8.5,6.0,EA Canada,E,False,False,85.0,-7.0,30.965391621129324,81.5
Power Stone,Dreamcast,1998.0,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Jonny Moseley Mad Trix,Playstation 2,2001.0,Sports,3DO,0.07,0.05,0.0,0.02,0.14,44.0,14.0,5.7,6.0,3DO,T,False,False,57.0,-13.0,28.37465564738292,50.5
MTV Music Generator 3: This Is the Remix,Playstation 2,2004.0,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,79.0,28.0,8.6,8.0,Mix Max,T,False,False,86.0,-7.0,36.247723132969035,82.5
Gundam Breaker 2,Playstation 3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
Terminator 3: Rise of the Machines,Xbox,2003.0,Action,Atari,0.11,0.03,0.0,0.01,0.14,35.0,24.0,2.0,10.0,Black Ops Entertainment,T,False,False,20.0,15.0,34.88,27.5
SSX On Tour,Xbox,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,81.0,35.0,8.1,10.0,EA Canada,E,False,False,81.0,0.0,18.781725888324875,81.0
NCAA College Basketball 2K3,Xbox,2002.0,Sports,Sega,0.11,0.03,0.0,0.01,0.14,84.0,12.0,8.4,5.0,Kush Games,E,False,False,84.0,0.0,39.144215530903324,84.0
Victorious Boxers: Revolution,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,59.0,26.0,5.4,8.0,Cavia Inc.,T,False,False,54.0,5.0,23.313782991202345,56.5
Farming Simulator 2013,Playstation 3,2013.0,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,Giants Software,E,False,False,29.0,11.0,18.29268292682927,34.5
Mary-Kate and Ashley: Winners Circle,Playstation,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.997245179063363,0.0
PaRappa The Rapper 2,Playstation 2,2001.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,67.0,26.0,6.6,26.0,NanaOn-Sha,E,False,False,66.0,1.0,37.1900826446281,66.5
OutRun 2,Xbox,2004.0,Racing,Sega,0.11,0.03,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,13.843351548269581,0.0
Okami,Playstation 3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
Marvel vs. Capcom 2: New Age of Heroes,Dreamcast,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,55.15151515151515,0.0
NFL Head Coach 09,Playstation 3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,EA Tiburon,E,False,False,71.0,-7.0,25.748502994011975,67.5
Hitman: Blood Money,Xbox,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,81.0,27.0,9.1,32.0,Io Interactive,M,False,False,91.0,-10.0,11.438474870017332,86.0
Soukaigi,Playstation,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Pipe Mania,Playstation 2,2008.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,68.0,4.0,0.0,-1.0,Razorworks Studios,E,True,False,0.0,68.0,25.748502994011975,34.0
Xevious 3D/G+,Playstation,1997.0,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Metal Gear Solid V: Ground Zeroes,Xbox 360,2014.0,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,-1.0,-1.0,5.7,148.0,Kojima Productions,M,False,True,57.0,-57.0,26.598465473145783,28.5
Kid Adventures: Sky Captain,Wii,2010.0,Action,Unknown,0.09,0.04,0.0,0.01,0.14,-1.0,-1.0,0.0,-1.0,Torus Games,E,True,True,0.0,0.0,25.537634408602152,0.0
NFL Blitz 20-03,Xbox,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,72.0,12.0,7.8,4.0,Point of View,E,False,False,78.0,-6.0,39.144215530903324,75.0
